timestamp,x,y,z
1727771829.4869502,-0.005626960369331413,-0.00691883849554889,0.043260592857221614
1727771829.506952,-0.005627816549318598,-0.006920010307916608,0.043265338090055616
1727771829.5271602,-0.005628837110281226,-0.006921361725451161,0.043263668609256456
1727771829.5468946,-0.005629670057154479,-0.006922145573187089,0.04326059285707817
1727771829.5673187,-0.005630526240343547,-0.006923317384012199,0.04326533809005495
1727771829.5878634,-0.005631546805340393,-0.006924668799965651,0.043263668609335504
1727771829.6069007,-0.005632379754632155,-0.006925452646389141,0.04326059285692918
1727771829.6274476,-0.0056332359410232735,-0.006926624455682443,0.04326533809004918
1727771829.6481578,-0.005634256510053781,-0.0069279758700679355,0.04326366860941544
1727771829.6679964,-0.0056350894617667735,-0.006928759715149441,0.04326059285676953
1727771829.6893263,-0.005635945651358887,-0.006929931522910937,0.04326533809004607
1727771829.7093365,-0.005636966224423445,-0.006931282935725538,0.04326366860949138
1727771829.729019,-0.005637799178556335,-0.0069320667794838834,0.04326059285661321
1727771829.7490618,-0.005638655371350554,-0.006933238585706129,0.04326533809004873
1727771829.768975,-0.005639675948450551,-0.006934589996946152,0.04326366860956132
1727771829.7891288,-0.005640508905002839,-0.00693537383938927,0.0432605928564751
1727771829.8096268,-0.005641365100998941,-0.006936545644077183,0.04326533809004607
1727771829.8301775,-0.005642385682132767,-0.00693789705375141,0.04326366860963193
1727771829.8495438,-0.005643218641105341,-0.006938680894873711,0.04326059285632433
1727771829.870965,-0.005644074840303548,-0.006939852698023097,0.04326533809004607
1727771829.8909957,-0.005645095425471924,-0.006941204106112576,0.04326366860971387
1727771829.9106746,-0.0056459283868635635,-0.006941987945921843,0.043260592856191105
1727771829.9302692,-0.005646784589263876,-0.00694315974753986,0.0432653380900454
1727771829.9502692,-0.005647805178466303,-0.006944511154057094,0.04326366860979047
1727771829.969743,-0.005648638142277618,-0.006945294992538223,0.04326059285602968
1727771829.98955,-0.005649494347879591,-0.006946466792617881,0.04326533809004496
1727771830.0095363,-0.005650514941116236,-0.006947818197562432,0.04326366860986486
1727771830.0293734,-0.0056513479073467265,-0.006948602034720385,0.04326059285587602
1727771830.0495582,-0.0056522041161499725,-0.006949773833261271,0.04326533809004096
1727771830.0700939,-0.0056532247134202795,-0.006951125236635866,0.04326366860994324
1727771830.0897217,-0.005654057682071889,-0.006951909072466745,0.04326059285573325
1727771830.1102192,-0.005654913894076852,-0.0069530808694845386,0.04326533809004207
1727771830.1300066,-0.005655934495381376,-0.006954432271295014,0.04326366861001496
1727771830.1502075,-0.005656767466453383,-0.0069552161057927445,0.04326059285558692
1727771830.1706092,-0.005657623681659674,-0.006956387901277203,0.04326533809003519
1727771830.1912422,-0.0056586442869987486,-0.006957739301508611,0.04326366861008846
1727771830.2113936,-0.00565947726049032,-0.006958523134692954,0.04326059285543349
1727771830.231637,-0.005660333478898438,-0.006959694928638327,0.04326533809003896
1727771830.254092,-0.005661354088271842,-0.0069610463272913444,0.0432636686101695
1727771830.2744908,-0.005662187064182589,-0.0069618301591568375,0.04326059285530315
1727771830.294445,-0.005663043285792813,-0.006963001951572469,0.04326533809004007
1727771830.3142428,-0.005664063899199878,-0.006964353348666451,0.04326366861023501
1727771830.3334863,-0.005664896877532188,-0.00696513717919267,0.04326059285514461
1727771830.3528209,-0.005665753102343074,-0.006966308970082166,0.043265338090028305
1727771830.3723595,-0.0056667737197839685,-0.006967660365600246,0.043263668610312056
1727771830.3923194,-0.005667606700536121,-0.006968444194797875,0.04326059285498807
1727771830.4117005,-0.005668462928548723,-0.006969615984151329,0.04326533809003186
1727771830.431635,-0.0056694835500236684,-0.00697096737809723,0.043263668610389994
1727771830.4517646,-0.005670316533195607,-0.0069717512059714335,0.04326059285484596
1727771830.4719255,-0.005671172764408927,-0.006972922993792487,0.0432653380900232
1727771830.4919598,-0.00567219338991809,-0.006974274386167469,0.04326366861046216
1727771830.5120528,-0.005673026375510648,-0.0069750582127090874,0.04326059285470363
1727771830.5319633,-0.005673882609925518,-0.006976229999001488,0.04326533809002431
1727771830.5516608,-0.005674903239469287,-0.006977581389803259,0.04326366861053388
1727771830.5730715,-0.005675736227481298,-0.006978365215025324,0.04326059285454953
1727771830.592501,-0.0056765924650979405,-0.006979536999779724,0.043265338090018535
1727771830.6125207,-0.005677613098675205,-0.00698088838900524,0.043263668610618256
1727771830.6334748,-0.005678446089107114,-0.0069816722129068375,0.043260592854393654
1727771830.6548295,-0.0055310285635256085,-0.006981876078686368,0.04326391511723893
1727771830.6742735,-0.005071406244230192,-0.0069812401904608395,0.04325956118243024
1727771830.6971335,-0.00429902656859249,-0.0069819261821114555,0.04326497082982472
1727771830.7164452,-0.0032138681280622916,-0.006983743092107394,0.04326409302805434
1727771830.7353947,-0.0018164533763578294,-0.006985769542015111,0.04325956014609278
1727771830.7550476,-0.0001062362316197607,-0.006989020549505395,0.043264969523804764
1727771830.7767985,0.0019167607442346357,-0.0069934042529092005,0.04326409302986112
1727771830.7958505,0.004252015180467306,-0.006997982183508891,0.04325956013486376
1727771830.8150494,0.006900070838497807,-0.0070037870389533345,0.043264968523503144
1727771830.8344998,0.009860906990583729,-0.007010721945016616,0.04326409297683287
1727771830.8551545,0.013134001389899064,-0.007017836544807735,0.043259560138693365
1727771830.8757594,0.01671989627020637,-0.0070261762422889305,0.04326496774894362
1727771830.8951225,0.020618572211078323,-0.007035640273329046,0.043264092832518974
1727771830.9154541,0.02482950671796097,-0.0070452693476118905,0.043259560014183185
1727771830.9349587,0.029353241195440027,-0.007056117929046696,0.04326496707872374
1727771830.9557934,0.03418975682394032,-0.007068080532994369,0.04326409240260376
1727771830.9758053,0.03933852994100273,-0.007080193744698868,0.04325955865300779
1727771830.9968634,0.044799374953974624,-0.007093908102708967,0.043263756875121295
1727771831.0158818,0.05057282096836613,-0.0071090206780322265,0.04326435331833611
1727771831.0367439,0.056658389056840286,-0.007123987051077002,0.04325898498472247
1727771831.056185,0.06305642717055521,-0.00713869901955471,0.04326531504995801
1727771831.0761712,0.06976758557815943,-0.0071562936416179265,0.043263264103795995
1727771831.0966287,0.07679235088041231,-0.007172778581426984,0.04325964997302201
1727771831.1173096,0.08413002160632665,-0.0071907203413874,0.043264949688740284
1727771831.13687,0.09178048108278619,-0.007209412396132086,0.04326400007650255
1727771831.1561344,0.09974298034504975,-0.007227733844195602,0.0432596719840701
1727771831.1769345,0.10801841395983464,-0.007248026447232712,0.04326494706926143
1727771831.1966164,0.11660668628606774,-0.0072690579120531255,0.043264002304649773
1727771831.2168348,0.1255070089661003,-0.007289707219396567,0.043259662504743224
1727771831.2381935,0.1347202601214657,-0.007312285618255666,0.04326494357860522
1727771831.2576084,0.14424634702654837,-0.007335594379489593,0.043264003740862256
1727771831.2774115,0.1540844948239965,-0.00735850843567845,0.043259652672398285
1727771831.2972455,0.1642355654679012,-0.007383308534749748,0.04326493946456966
1727771831.317027,0.17469946890834204,-0.007408827970293399,0.04326400427319599
1727771831.3364193,0.18547544341103095,-0.007433938218672922,0.043259642273508536
1727771831.3559365,0.19656433528737743,-0.007460890237473313,0.04326493454398217
1727771831.3764887,0.2079660570305905,-0.007488548340537436,0.043264003768823445
1727771831.3989577,0.21967985969895576,-0.007515780860571466,0.04325963110958431
1727771831.4179718,0.2317065743496296,-0.007544809735333093,0.04326492865654119
1727771831.437168,0.24404611583169705,-0.007574529072136232,0.043264002120081635
1727771831.4568357,0.2566977479198225,-0.007603804912675479,0.0432596189756973
1727771831.4762628,0.269662286829039,-0.007634830932329544,0.043264921636719134
1727771831.4957275,0.2829396495819049,-0.007666529880924006,0.04326399913233514
1727771831.516391,0.29652911252396624,-0.007697766072101022,0.043259605699024206
1727771831.5366738,0.31043147724937736,-0.007730705137269341,0.04326491330386362
1727771831.5559647,0.32464666277162824,-0.007764297775195274,0.043263994637059655
1727771831.5751352,0.3391739578963267,-0.007797407132927533,0.043259591048962376
1727771831.5954669,0.3540141498925743,-0.007832170938056479,0.04326490345597356
1727771831.6153271,0.3691671597064517,-0.007867567556523632,0.043263988419406374
1727771831.6351695,0.3846322883907197,-0.007902459078094377,0.043259574835741166
1727771831.6553028,0.40041030911429903,-0.007938955566144488,0.043264891904377434
1727771831.6759422,0.41650114459510457,-0.007976062769099295,0.0432639803238406
1727771831.696264,0.4329035606685923,-0.008012657973295357,0.043259614822986237
1727771831.7166111,0.4494869584358547,-0.008063944726787167,0.04326698300165521
1727771831.7379336,0.4661205623947601,-0.008153350812434965,0.04326344994205633
1727771831.7575583,0.4828172171188994,-0.008275434396048581,0.04326732055960969
1727771831.7768095,0.49956579691491537,-0.00843302369320869,0.04326740232303172
1727771831.7961051,0.5163815403066518,-0.008624372326232007,0.04326567426056793
1727771831.81649,0.5332447045513324,-0.008856252856642531,0.043266310021790044
1727771831.837318,0.5501642994607938,-0.009126503846465467,0.04326354576955471
1727771831.8567173,0.5671271283359692,-0.009407778752283635,0.04326674183041801
1727771831.8769336,0.5840821779077698,-0.009701227276370237,0.04326633336532115
1727771831.8960009,0.6010367614885346,-0.010005602855213588,0.04326632646096251
1727771831.9179053,0.6179916474588112,-0.010313201442919058,0.04326632011915632
1727771831.9371908,0.6349455469607121,-0.010631774277078064,0.04326631360535771
1727771831.9569867,0.6519018934452367,-0.010956159335306132,0.043266307066542664
1727771831.9765542,0.6688583569389239,-0.01128373959241481,0.043266300491730636
1727771831.9960756,0.6858147697310293,-0.011614412110754896,0.04326629384541958
1727771832.0170774,0.7027711233192466,-0.011948171915663837,0.043266287114464896
1727771832.036877,0.7197277021425231,-0.012264792389666103,0.04326628009237332
1727771832.056149,0.7366803249241274,-0.012580249462762568,0.043266273544943834
1727771832.076015,0.7536326719607077,-0.012898332809512128,0.043266266563039
1727771832.095659,0.7705849569948371,-0.013219172682220899,0.0432662594710993
1727771832.1155825,0.7875371897889266,-0.013542775285931653,0.043266252280893536
1727771832.1352668,0.8044916769374977,-0.013820442452967596,0.04326765143745415
1727771832.1553247,0.8214305454678534,-0.01408919583450248,0.04326204374471976
1727771832.176256,0.838379253322084,-0.014357812290050337,0.04326659007319145
1727771832.196534,0.8553344318600484,-0.014627967547885205,0.04326522102399677
1727771832.2156358,0.8722755753462379,-0.014902683985145864,0.04326477949331342
1727771832.2352502,0.8892198089961918,-0.015155922000399023,0.04325705383578793
1727771832.255337,0.9061579199664065,-0.015421924310197533,0.04325708338673606
1727771832.2748566,0.9230986461052144,-0.015691597082378037,0.043257087394181104
1727771832.295448,0.9400394862207182,-0.015963187793118033,0.04325708186323385
1727771832.316131,0.9569803120508252,-0.016236613688904243,0.04325707040845317
1727771832.3373237,0.9739227076412258,-0.016505726755797107,0.0432570582416647
1727771832.3576005,0.9908623774220657,-0.016774836692022146,0.04325704165499222
1727771832.3769803,1.007801891085605,-0.017045587069362184,0.0432570236162666
1727771832.3981287,1.0247413735163837,-0.017318057592232743,0.043257005060438614
1727771832.4181554,1.0416808300226101,-0.017592252095236988,0.04325698644446807
1727771850.9834821,1.0586193524281364,-0.017871599982347483,0.04325696633945353
1727771851.003498,1.0755593794221745,-0.018153748008092243,0.043256948038230325
1727771851.0248206,1.0924994523310214,-0.018437726385060124,0.043256930342763455
1727771851.0464795,1.1094394997107337,-0.018723491262723446,0.04325691318639091
1727771851.0666633,1.12637951789154,-0.019011040568709694,0.04325689654016296
1727771851.0872302,1.1433195064430133,-0.019300374215427653,0.04325688036811326
1727771851.1065898,1.1602585386508644,-0.019595069447921148,0.04325686417559904
1727771851.1262996,1.1771991167425693,-0.019892689573995828,0.04325684856448664
1727771851.145865,1.1941397414321704,-0.020192205666005724,0.043256833450519006
1727771851.16622,1.2110803376100099,-0.02049357110519081,0.04325681872856557
1727771851.187567,1.228020901503586,-0.02079678364321032,0.04325680433190904
1727771851.207152,1.2449613469347256,-0.02107973896022102,0.043256792391720644
1727771851.2275095,1.2618953368980788,-0.021359054318577247,0.04326572377255311
1727771851.2473435,1.2788236668978687,-0.021637903897589014,0.043265526266635046
1727771851.2697954,1.2957512661399406,-0.021918190568182644,0.043265463009588556
1727771851.2899094,1.312678406022435,-0.022199022267893265,0.043265453552333355
1727771851.3094661,1.3296053592955184,-0.022481135997459753,0.04326545104913171
1727771851.3330307,1.3465321657348595,-0.02276467542014878,0.043265444400498954
1727771851.3490703,1.3634588194872954,-0.023049638269280356,0.043265449839704484
1727771851.369462,1.3803854584683077,-0.023335399373778997,0.04326284897263566
1727771851.3893647,1.3972983437290805,-0.02361307429767855,0.043266963240318645
1727771851.4092004,1.4142222656089605,-0.023887371961684906,0.04326484235294825
1727771851.4293187,1.4311413101417874,-0.02416473258530177,0.04326606309111969
1727771851.4485803,1.4480560334063233,-0.02445005339502816,0.04326607500851232
1727771851.4706092,1.4649694960999409,-0.024736885880002765,0.043266083042103
1727771851.4903445,1.4818798725826194,-0.02503232723544898,0.04326609158475181
1727771851.5097256,1.4987911217999879,-0.025331280511289404,0.04326610386780749
1727771851.5341012,1.5157014900680505,-0.02563157744807523,0.04326611084356369
1727771851.5496638,1.5326102920521278,-0.02593335825861669,0.0432661177593372
1727771851.569595,1.5495171073453096,-0.02623707187352635,0.04326612415761022
1727771851.5895839,1.5664203881725285,-0.026549091655406747,0.04326613162712212
1727771851.6094244,1.5833257603167672,-0.026865260097631596,0.04326613825078596
1727771851.6336136,1.6002312215278476,-0.02718320144870495,0.04326614460603251
1727771851.652187,1.6171366520813206,-0.02750283011309247,0.043266150907578904
1727771851.674172,1.634042052157255,-0.02782414597772069,0.04326615716850002
1727771851.6935844,1.6509502845241983,-0.028140368148526836,0.04326616212120493
1727771851.7126803,1.6678560724773264,-0.028456195442049383,0.043266168354731516
1727771851.7316499,1.6847579063881983,-0.028771478827076688,0.043266174267709845
